Block Group,Census Tract,County,Estimated Population,Median Age,Median Household Income,Female:!!Service occupations:!!Food preparation and serving related occupations,"$100,000 to $124,999",State Code,County Code,Block Group Code
Block Group 2,Census Tract 146.01,Orange County,2438,31.2,41023,,,12,095,014601
Block Group 3,Census Tract 146.01,Orange County,2882,21.1,45167,,,12,095,014601
Block Group 1,Census Tract 146.05,Orange County,2298,32.6,44741,,,12,095,014605
Block Group 2,Census Tract 146.05,Orange County,2174,44.8,40625,,,12,095,014605
Block Group 1,Census Tract 146.06,Orange County,1870,31.0,33897,,,12,095,014606
Block Group 2,Census Tract 146.06,Orange County,3205,33.1,70938,,,12,095,014606
Block Group 3,Census Tract 146.06,Orange County,3097,36.0,36947,,,12,095,014606
Block Group 4,Census Tract 146.06,Orange County,0,-666666666.0,-666666666,,,12,095,014606
Block Group 1,Census Tract 146.07,Orange County,1802,30.5,52794,,,12,095,014607
Block Group 2,Census Tract 146.07,Orange County,4135,35.4,55552,,,12,095,014607
Block Group 1,Census Tract 146.08,Orange County,3266,40.4,30333,,,12,095,014608
Block Group 2,Census Tract 146.08,Orange County,1855,29.4,39853,,,12,095,014608
Block Group 1,Census Tract 146.09,Orange County,2370,30.9,37016,,,12,095,014609
Block Group 2,Census Tract 146.09,Orange County,3443,27.5,42315,,,12,095,014609
Block Group 1,Census Tract 147.01,Orange County,845,27.7,45990,,,12,095,014701
Block Group 2,Census Tract 147.01,Orange County,854,51.2,39674,,,12,095,014701
Block Group 3,Census Tract 147.01,Orange County,1261,27.1,34335,,,12,095,014701
Block Group 4,Census Tract 147.01,Orange County,2118,35.9,43860,,,12,095,014701
Block Group 5,Census Tract 147.01,Orange County,850,38.2,29468,,,12,095,014701
Block Group 1,Census Tract 147.02,Orange County,1611,37.8,28502,,,12,095,014702
Block Group 2,Census Tract 147.02,Orange County,2063,32.9,43778,,,12,095,014702
Block Group 3,Census Tract 147.02,Orange County,1826,32.0,43333,,,12,095,014702
Block Group 1,Census Tract 147.03,Orange County,2650,29.2,52642,,,12,095,014703
Block Group 1,Census Tract 147.05,Orange County,2106,32.9,42417,,,12,095,014705
Block Group 2,Census Tract 147.05,Orange County,4303,30.0,60449,,,12,095,014705
Block Group 3,Census Tract 147.05,Orange County,2410,27.4,68493,,,12,095,014705
Block Group 1,Census Tract 147.06,Orange County,1676,41.3,72596,,,12,095,014706
Block Group 2,Census Tract 147.06,Orange County,2731,30.9,68420,,,12,095,014706
Block Group 3,Census Tract 147.06,Orange County,1571,27.4,56758,,,12,095,014706
Block Group 1,Census Tract 148.04,Orange County,3292,33.9,41745,,,12,095,014804
Block Group 2,Census Tract 148.04,Orange County,1554,43.2,56206,,,12,095,014804
Block Group 3,Census Tract 148.04,Orange County,1738,40.4,63500,,,12,095,014804
Block Group 1,Census Tract 148.05,Orange County,3019,34.5,68558,,,12,095,014805
Block Group 2,Census Tract 148.05,Orange County,3754,37.6,53854,,,12,095,014805
Block Group 1,Census Tract 148.06,Orange County,864,52.0,102120,,,12,095,014806
Block Group 2,Census Tract 148.06,Orange County,1205,35.2,60417,,,12,095,014806
Block Group 3,Census Tract 148.06,Orange County,2996,34.9,121814,,,12,095,014806
Block Group 1,Census Tract 148.07,Orange County,2386,35.3,58008,,,12,095,014807
Block Group 2,Census Tract 148.07,Orange County,1801,49.6,88370,,,12,095,014807
Block Group 3,Census Tract 148.07,Orange County,2052,38.4,95521,,,12,095,014807
Block Group 4,Census Tract 148.07,Orange County,2169,36.6,100333,,,12,095,014807
Block Group 1,Census Tract 148.09,Orange County,851,53.5,126618,,,12,095,014809
Block Group 2,Census Tract 148.09,Orange County,2418,56.2,144063,,,12,095,014809
Block Group 1,Census Tract 148.10,Orange County,1380,41.5,90709,,,12,095,014810
Block Group 2,Census Tract 148.10,Orange County,1828,50.3,150658,,,12,095,014810
Block Group 3,Census Tract 148.10,Orange County,3350,32.8,92463,,,12,095,014810
Block Group 1,Census Tract 148.11,Orange County,1907,46.7,93103,,,12,095,014811
Block Group 2,Census Tract 148.11,Orange County,1117,33.3,122679,,,12,095,014811
Block Group 3,Census Tract 148.11,Orange County,708,32.8,-666666666,,,12,095,014811
Block Group 4,Census Tract 148.11,Orange County,1192,48.6,94323,,,12,095,014811
Block Group 1,Census Tract 148.12,Orange County,1740,35.9,71292,,,12,095,014812
Block Group 2,Census Tract 148.12,Orange County,2339,35.5,48000,,,12,095,014812
Block Group 3,Census Tract 148.12,Orange County,1909,31.6,31731,,,12,095,014812
Block Group 4,Census Tract 148.12,Orange County,0,-666666666.0,-666666666,,,12,095,014812
Block Group 1,Census Tract 148.13,Orange County,1941,45.7,85933,,,12,095,014813
Block Group 2,Census Tract 148.13,Orange County,1762,39.3,120556,,,12,095,014813
Block Group 1,Census Tract 148.14,Orange County,2309,42.2,162848,,,12,095,014814
Block Group 2,Census Tract 148.14,Orange County,3981,31.2,72414,,,12,095,014814
Block Group 1,Census Tract 148.15,Orange County,2197,42.3,181181,,,12,095,014815
Block Group 2,Census Tract 148.15,Orange County,3225,41.7,169667,,,12,095,014815
Block Group 1,Census Tract 149.04,Orange County,3801,31.3,57321,,,12,095,014904
Block Group 2,Census Tract 149.04,Orange County,3695,28.6,27083,,,12,095,014904
Block Group 1,Census Tract 149.06,Orange County,2813,42.2,63088,,,12,095,014906
Block Group 2,Census Tract 149.06,Orange County,2252,32.5,51384,,,12,095,014906
Block Group 3,Census Tract 149.06,Orange County,2164,45.0,88239,,,12,095,014906
Block Group 1,Census Tract 149.08,Orange County,5159,38.2,58675,,,12,095,014908
Block Group 2,Census Tract 149.08,Orange County,3039,41.8,35089,,,12,095,014908
Block Group 1,Census Tract 149.09,Orange County,3955,35.5,66591,,,12,095,014909
Block Group 1,Census Tract 150.01,Orange County,1887,32.2,51000,,,12,095,015001
Block Group 1,Census Tract 150.02,Orange County,3930,36.5,52679,,,12,095,015002
Block Group 2,Census Tract 150.02,Orange County,3563,33.5,92452,,,12,095,015002
Block Group 1,Census Tract 150.03,Orange County,4580,34.8,63920,,,12,095,015003
Block Group 2,Census Tract 150.03,Orange County,1115,32.8,56313,,,12,095,015003
Block Group 3,Census Tract 150.03,Orange County,1836,31.1,93100,,,12,095,015003
Block Group 1,Census Tract 150.05,Orange County,1192,39.7,94879,,,12,095,015005
Block Group 2,Census Tract 150.05,Orange County,2303,43.4,60733,,,12,095,015005
Block Group 1,Census Tract 150.06,Orange County,2230,42.4,100139,,,12,095,015006
Block Group 2,Census Tract 150.06,Orange County,2881,35.1,82250,,,12,095,015006
Block Group 1,Census Tract 151.03,Orange County,1865,33.9,71558,,,12,095,015103
Block Group 2,Census Tract 151.03,Orange County,3874,36.2,52206,,,12,095,015103
Block Group 3,Census Tract 151.03,Orange County,1937,43.2,83295,,,12,095,015103
Block Group 1,Census Tract 151.04,Orange County,1948,40.2,42798,,,12,095,015104
Block Group 2,Census Tract 151.04,Orange County,3727,35.2,59453,,,12,095,015104
Block Group 1,Census Tract 151.05,Orange County,2804,39.8,63445,,,12,095,015105
Block Group 2,Census Tract 151.05,Orange County,1112,51.3,68819,,,12,095,015105
Block Group 1,Census Tract 151.06,Orange County,4414,36.2,43311,,,12,095,015106
Block Group 2,Census Tract 151.06,Orange County,1716,22.8,68750,,,12,095,015106
Block Group 3,Census Tract 151.06,Orange County,1038,47.0,-666666666,,,12,095,015106
Block Group 4,Census Tract 151.06,Orange County,946,38.3,48679,,,12,095,015106
Block Group 1,Census Tract 152.02,Orange County,1729,42.6,71975,,,12,095,015202
Block Group 2,Census Tract 152.02,Orange County,685,41.2,31080,,,12,095,015202
Block Group 3,Census Tract 152.02,Orange County,2704,31.7,56368,,,12,095,015202
Block Group 4,Census Tract 152.02,Orange County,2537,20.5,37544,,,12,095,015202
Block Group 1,Census Tract 152.03,Orange County,3019,32.3,66741,,,12,095,015203
Block Group 1,Census Tract 152.04,Orange County,2172,32.9,55000,,,12,095,015204
Block Group 2,Census Tract 152.04,Orange County,1292,37.4,83421,,,12,095,015204
Block Group 3,Census Tract 152.04,Orange County,2598,26.9,62790,,,12,095,015204
Block Group 1,Census Tract 153,Orange County,998,41.2,86563,,,12,095,015300
Block Group 2,Census Tract 153,Orange County,1630,47.6,90500,,,12,095,015300
Block Group 3,Census Tract 153,Orange County,1246,38.1,63017,,,12,095,015300
Block Group 1,Census Tract 155.01,Orange County,1948,39.8,59976,,,12,095,015501
Block Group 2,Census Tract 155.01,Orange County,1844,35.6,89611,,,12,095,015501
Block Group 3,Census Tract 155.01,Orange County,881,33.9,70543,,,12,095,015501
Block Group 4,Census Tract 155.01,Orange County,858,54.2,91154,,,12,095,015501
Block Group 1,Census Tract 156.01,Orange County,1426,40.5,121346,,,12,095,015601
Block Group 2,Census Tract 156.01,Orange County,1237,47.7,108393,,,12,095,015601
Block Group 1,Census Tract 156.02,Orange County,828,42.6,135417,,,12,095,015602
Block Group 2,Census Tract 156.02,Orange County,1336,40.8,180461,,,12,095,015602
Block Group 1,Census Tract 157.01,Orange County,2275,50.9,114135,,,12,095,015701
Block Group 1,Census Tract 157.02,Orange County,1601,40.7,106250,,,12,095,015702
Block Group 1,Census Tract 158.01,Orange County,751,47.2,128125,,,12,095,015801
Block Group 2,Census Tract 158.01,Orange County,1026,53.4,153393,,,12,095,015801
Block Group 1,Census Tract 158.02,Orange County,1513,52.0,147708,,,12,095,015802
Block Group 2,Census Tract 158.02,Orange County,1026,53.3,221250,,,12,095,015802
Block Group 1,Census Tract 159.01,Orange County,1357,48.5,40556,,,12,095,015901
Block Group 2,Census Tract 159.01,Orange County,1365,27.8,90288,,,12,095,015901
Block Group 1,Census Tract 160.01,Orange County,2330,20.6,85688,,,12,095,016001
Block Group 1,Census Tract 160.02,Orange County,973,47.6,211548,,,12,095,016002
Block Group 2,Census Tract 160.02,Orange County,689,59.6,228125,,,12,095,016002
Block Group 3,Census Tract 160.02,Orange County,799,42.9,219792,,,12,095,016002
Block Group 1,Census Tract 161,Orange County,1882,47.9,105459,,,12,095,016100
Block Group 2,Census Tract 161,Orange County,743,40.8,250001,,,12,095,016100
Block Group 3,Census Tract 161,Orange County,1710,49.7,74053,,,12,095,016100
Block Group 1,Census Tract 162,Orange County,1038,36.1,77750,,,12,095,016200
Block Group 2,Census Tract 162,Orange County,1088,52.7,97238,,,12,095,016200
Block Group 3,Census Tract 162,Orange County,1814,40.2,66373,,,12,095,016200
Block Group 4,Census Tract 162,Orange County,2560,40.5,82671,,,12,095,016200
Block Group 1,Census Tract 163.01,Orange County,2528,42.7,64554,,,12,095,016301
Block Group 2,Census Tract 163.01,Orange County,1405,40.8,43220,,,12,095,016301
Block Group 3,Census Tract 163.01,Orange County,2571,31.3,48603,,,12,095,016301
Block Group 1,Census Tract 163.02,Orange County,2757,25.7,39804,,,12,095,016302
Block Group 2,Census Tract 163.02,Orange County,1772,37.2,28686,,,12,095,016302
Block Group 1,Census Tract 164.02,Orange County,763,42.8,65607,,,12,095,016402
Block Group 2,Census Tract 164.02,Orange County,2505,31.1,52861,,,12,095,016402
Block Group 1,Census Tract 164.06,Orange County,2187,29.3,50741,,,12,095,016406
Block Group 1,Census Tract 164.07,Orange County,2660,26.6,56250,,,12,095,016407
Block Group 2,Census Tract 164.07,Orange County,1578,26.4,-666666666,,,12,095,016407
Block Group 3,Census Tract 164.07,Orange County,1912,28.7,37946,,,12,095,016407
Block Group 1,Census Tract 164.08,Orange County,794,49.5,107500,,,12,095,016408
Block Group 2,Census Tract 164.08,Orange County,1345,27.7,52500,,,12,095,016408
Block Group 1,Census Tract 164.09,Orange County,1351,50.9,114740,,,12,095,016409
Block Group 2,Census Tract 164.09,Orange County,1933,49.4,113214,,,12,095,016409
Block Group 1,Census Tract 164.11,Orange County,1208,27.6,36484,,,12,095,016411
Block Group 2,Census Tract 164.11,Orange County,3022,29.6,98281,,,12,095,016411
Block Group 1,Census Tract 164.12,Orange County,962,34.5,74722,,,12,095,016412
Block Group 2,Census Tract 164.12,Orange County,3268,36.7,84375,,,12,095,016412
Block Group 3,Census Tract 164.12,Orange County,949,33.0,59200,,,12,095,016412
Block Group 1,Census Tract 164.13,Orange County,2226,35.0,49358,,,12,095,016413
Block Group 2,Census Tract 164.13,Orange County,2239,41.7,48304,,,12,095,016413
Block Group 1,Census Tract 164.14,Orange County,2207,29.8,47153,,,12,095,016414
Block Group 2,Census Tract 164.14,Orange County,1351,27.8,125510,,,12,095,016414
Block Group 1,Census Tract 165.03,Orange County,2333,43.2,93839,,,12,095,016503
Block Group 2,Census Tract 165.03,Orange County,2036,26.3,45858,,,12,095,016503
Block Group 3,Census Tract 165.03,Orange County,2003,20.7,-666666666,,,12,095,016503
Block Group 1,Census Tract 165.04,Orange County,1696,21.4,33804,,,12,095,016504
Block Group 2,Census Tract 165.04,Orange County,1447,29.9,82266,,,12,095,016504
Block Group 3,Census Tract 165.04,Orange County,1956,39.3,63611,,,12,095,016504
Block Group 1,Census Tract 165.05,Orange County,2803,28.9,60457,,,12,095,016505
Block Group 1,Census Tract 165.09,Orange County,2832,28.5,66165,,,12,095,016509
Block Group 2,Census Tract 165.09,Orange County,1972,67.2,48382,,,12,095,016509
Block Group 1,Census Tract 165.10,Orange County,851,23.6,24485,,,12,095,016510
Block Group 2,Census Tract 165.10,Orange County,1294,22.3,18833,,,12,095,016510
Block Group 3,Census Tract 165.10,Orange County,1927,19.9,29063,,,12,095,016510
Block Group 1,Census Tract 165.11,Orange County,895,33.0,84000,,,12,095,016511
Block Group 2,Census Tract 165.11,Orange County,1849,19.8,41250,,,12,095,016511
Block Group 3,Census Tract 165.11,Orange County,1521,36.3,90911,,,12,095,016511
Block Group 1,Census Tract 165.12,Orange County,839,20.2,75482,,,12,095,016512
Block Group 2,Census Tract 165.12,Orange County,4007,27.2,54000,,,12,095,016512
Block Group 1,Census Tract 165.13,Orange County,1909,46.8,59215,,,12,095,016513
Block Group 2,Census Tract 165.13,Orange County,2356,37.6,47341,,,12,095,016513
Block Group 3,Census Tract 165.13,Orange County,309,20.3,-666666666,,,12,095,016513
Block Group 1,Census Tract 165.14,Orange County,3579,44.9,149453,,,12,095,016514
Block Group 2,Census Tract 165.14,Orange County,2871,28.6,99342,,,12,095,016514
Block Group 3,Census Tract 165.14,Orange County,897,39.0,-666666666,,,12,095,016514
Block Group 1,Census Tract 165.15,Orange County,11667,19.2,-666666666,,,12,095,016515
Block Group 1,Census Tract 166.03,Orange County,2761,43.6,111552,,,12,095,016603
Block Group 2,Census Tract 166.03,Orange County,1449,29.0,73167,,,12,095,016603
Block Group 3,Census Tract 166.03,Orange County,2534,32.9,144000,,,12,095,016603
Block Group 4,Census Tract 166.03,Orange County,1489,34.4,-666666666,,,12,095,016603
Block Group 1,Census Tract 166.04,Orange County,573,46.6,95167,,,12,095,016604
Block Group 2,Census Tract 166.04,Orange County,1564,39.3,102813,,,12,095,016604
Block Group 3,Census Tract 166.04,Orange County,2102,42.0,89563,,,12,095,016604
Block Group 1,Census Tract 166.05,Orange County,1301,41.7,43640,,,12,095,016605
Block Group 1,Census Tract 166.06,Orange County,2564,53.1,138182,,,12,095,016606
Block Group 1,Census Tract 166.07,Orange County,2192,41.5,110558,,,12,095,016607
Block Group 2,Census Tract 166.07,Orange County,3156,48.2,71207,,,12,095,016607
Block Group 3,Census Tract 166.07,Orange County,1086,27.4,42656,,,12,095,016607
Block Group 1,Census Tract 167.09,Orange County,1492,50.3,59083,,,12,095,016709
Block Group 2,Census Tract 167.09,Orange County,1875,38.9,60865,,,12,095,016709
Block Group 3,Census Tract 167.09,Orange County,2590,32.0,57636,,,12,095,016709
Block Group 4,Census Tract 167.09,Orange County,1498,38.6,53922,,,12,095,016709
Block Group 1,Census Tract 167.10,Orange County,1184,36.1,57386,,,12,095,016710
Block Group 2,Census Tract 167.10,Orange County,2339,34.0,79079,,,12,095,016710
Block Group 3,Census Tract 167.10,Orange County,777,36.1,130673,,,12,095,016710
Block Group 1,Census Tract 167.13,Orange County,2583,33.3,56803,,,12,095,016713
Block Group 2,Census Tract 167.13,Orange County,1998,29.7,34038,,,12,095,016713
Block Group 3,Census Tract 167.13,Orange County,2170,33.8,63571,,,12,095,016713
Block Group 4,Census Tract 167.13,Orange County,2518,30.8,46561,,,12,095,016713
Block Group 1,Census Tract 167.14,Orange County,3344,36.1,79400,,,12,095,016714
Block Group 1,Census Tract 167.15,Orange County,1743,50.4,47486,,,12,095,016715
Block Group 2,Census Tract 167.15,Orange County,1537,29.5,56141,,,12,095,016715
Block Group 3,Census Tract 167.15,Orange County,2332,45.8,63630,,,12,095,016715
Block Group 1,Census Tract 167.16,Orange County,3029,47.0,91042,,,12,095,016716
Block Group 2,Census Tract 167.16,Orange County,2657,45.4,97241,,,12,095,016716
Block Group 1,Census Tract 167.17,Orange County,3650,36.7,96000,,,12,095,016717
Block Group 1,Census Tract 167.23,Orange County,983,46.0,97695,,,12,095,016723
Block Group 2,Census Tract 167.23,Orange County,1475,46.9,56146,,,12,095,016723
Block Group 3,Census Tract 167.23,Orange County,2777,38.2,74803,,,12,095,016723
Block Group 1,Census Tract 167.24,Orange County,1909,38.5,-666666666,,,12,095,016724
Block Group 2,Census Tract 167.24,Orange County,889,26.3,64875,,,12,095,016724
Block Group 3,Census Tract 167.24,Orange County,3339,29.1,61513,,,12,095,016724
Block Group 1,Census Tract 167.28,Orange County,1811,42.9,68045,,,12,095,016728
Block Group 2,Census Tract 167.28,Orange County,1558,45.8,73750,,,12,095,016728
Block Group 3,Census Tract 167.28,Orange County,1840,45.6,82054,,,12,095,016728
Block Group 1,Census Tract 167.31,Orange County,2135,29.8,73004,,,12,095,016731
Block Group 2,Census Tract 167.31,Orange County,2503,28.8,110685,,,12,095,016731
Block Group 3,Census Tract 167.31,Orange County,2672,37.7,38750,,,12,095,016731
Block Group 1,Census Tract 167.33,Orange County,2067,55.0,37744,,,12,095,016733
Block Group 2,Census Tract 167.33,Orange County,2497,44.5,66691,,,12,095,016733
Block Group 3,Census Tract 167.33,Orange County,1720,37.7,76397,,,12,095,016733
Block Group 1,Census Tract 167.35,Orange County,6646,32.8,125391,,,12,095,016735
Block Group 2,Census Tract 167.35,Orange County,1775,24.7,47132,,,12,095,016735
Block Group 3,Census Tract 167.35,Orange County,1829,42.1,131528,,,12,095,016735
Block Group 1,Census Tract 167.36,Orange County,2185,43.8,-666666666,,,12,095,016736
Block Group 2,Census Tract 167.36,Orange County,637,27.6,53553,,,12,095,016736
Block Group 3,Census Tract 167.36,Orange County,1224,35.5,170430,,,12,095,016736
Block Group 4,Census Tract 167.36,Orange County,5759,35.9,94955,,,12,095,016736
Block Group 1,Census Tract 167.37,Orange County,1643,64.0,101611,,,12,095,016737
Block Group 2,Census Tract 167.37,Orange County,5478,33.8,96073,,,12,095,016737
Block Group 1,Census Tract 167.38,Orange County,3179,40.0,51786,,,12,095,016738
Block Group 2,Census Tract 167.38,Orange County,1245,30.7,27433,,,12,095,016738
Block Group 1,Census Tract 167.39,Orange County,2210,38.1,29886,,,12,095,016739
Block Group 2,Census Tract 167.39,Orange County,1805,29.0,31789,,,12,095,016739
Block Group 3,Census Tract 167.39,Orange County,1461,23.6,32813,,,12,095,016739
Block Group 1,Census Tract 167.40,Orange County,3033,28.4,-666666666,,,12,095,016740
Block Group 2,Census Tract 167.40,Orange County,814,31.6,75529,,,12,095,016740
Block Group 1,Census Tract 167.41,Orange County,3146,47.9,66250,,,12,095,016741
Block Group 1,Census Tract 167.42,Orange County,1898,26.8,48939,,,12,095,016742
Block Group 2,Census Tract 167.42,Orange County,2056,25.8,70452,,,12,095,016742
Block Group 1,Census Tract 167.43,Orange County,3674,38.0,123750,,,12,095,016743
Block Group 2,Census Tract 167.43,Orange County,3407,29.6,48660,,,12,095,016743
Block Group 1,Census Tract 167.44,Orange County,1764,35.6,-666666666,,,12,095,016744
Block Group 2,Census Tract 167.44,Orange County,2556,23.7,-666666666,,,12,095,016744
Block Group 3,Census Tract 167.44,Orange County,1312,27.8,100316,,,12,095,016744
Block Group 1,Census Tract 167.45,Orange County,1364,37.2,130192,,,12,095,016745
Block Group 2,Census Tract 167.45,Orange County,2574,34.1,75529,,,12,095,016745
Block Group 3,Census Tract 167.45,Orange County,875,40.7,44208,,,12,095,016745
Block Group 1,Census Tract 167.46,Orange County,1152,43.8,115478,,,12,095,016746
Block Group 2,Census Tract 167.46,Orange County,3549,31.9,137550,,,12,095,016746
Block Group 1,Census Tract 167.47,Orange County,2821,34.2,125939,,,12,095,016747
Block Group 2,Census Tract 167.47,Orange County,3201,51.4,186126,,,12,095,016747
Block Group 1,Census Tract 167.48,Orange County,4225,41.0,125400,,,12,095,016748
Block Group 2,Census Tract 167.48,Orange County,428,35.6,-666666666,,,12,095,016748
Block Group 3,Census Tract 167.48,Orange County,3114,30.8,99659,,,12,095,016748
Block Group 1,Census Tract 167.49,Orange County,868,31.1,76512,,,12,095,016749
Block Group 2,Census Tract 167.49,Orange County,495,23.6,-666666666,,,12,095,016749
Block Group 3,Census Tract 167.49,Orange County,4016,35.3,96050,,,12,095,016749
Block Group 4,Census Tract 167.49,Orange County,356,26.6,55500,,,12,095,016749
Block Group 1,Census Tract 167.50,Orange County,481,47.2,101548,,,12,095,016750
Block Group 2,Census Tract 167.50,Orange County,3053,37.3,78433,,,12,095,016750
Block Group 3,Census Tract 167.50,Orange County,3536,36.3,100982,,,12,095,016750
Block Group 4,Census Tract 167.50,Orange County,4995,38.5,96403,,,12,095,016750
Block Group 1,Census Tract 167.51,Orange County,2488,46.3,88482,,,12,095,016751
Block Group 2,Census Tract 167.51,Orange County,3034,30.9,101763,,,12,095,016751
Block Group 1,Census Tract 167.52,Orange County,2113,42.2,79464,,,12,095,016752
Block Group 2,Census Tract 167.52,Orange County,1600,43.9,127528,,,12,095,016752
Block Group 1,Census Tract 167.53,Orange County,4662,38.7,72955,,,12,095,016753
Block Group 2,Census Tract 167.53,Orange County,1317,28.5,45489,,,12,095,016753
Block Group 3,Census Tract 167.53,Orange County,130,67.6,-666666666,,,12,095,016753
Block Group 4,Census Tract 167.53,Orange County,0,-666666666.0,-666666666,,,12,095,016753
Block Group 1,Census Tract 167.54,Orange County,4684,36.9,50121,,,12,095,016754
Block Group 2,Census Tract 167.54,Orange County,1096,35.6,168594,,,12,095,016754
Block Group 1,Census Tract 167.55,Orange County,1199,36.9,-666666666,,,12,095,016755
Block Group 2,Census Tract 167.55,Orange County,2551,35.4,77365,,,12,095,016755
Block Group 3,Census Tract 167.55,Orange County,2970,34.1,95208,,,12,095,016755
Block Group 1,Census Tract 167.56,Orange County,2944,35.1,132688,,,12,095,016756
Block Group 1,Census Tract 168.02,Orange County,2124,45.2,66042,,,12,095,016802
Block Group 2,Census Tract 168.02,Orange County,54,-666666666.0,-666666666,,,12,095,016802
Block Group 3,Census Tract 168.02,Orange County,3936,42.9,78874,,,12,095,016802
Block Group 4,Census Tract 168.02,Orange County,1833,35.6,129338,,,12,095,016802
Block Group 5,Census Tract 168.02,Orange County,9144,36.2,122847,,,12,095,016802
Block Group 1,Census Tract 168.03,Orange County,2291,45.3,66286,,,12,095,016803
Block Group 1,Census Tract 168.04,Orange County,412,56.5,25791,,,12,095,016804
Block Group 2,Census Tract 168.04,Orange County,891,44.7,-666666666,,,12,095,016804
Block Group 3,Census Tract 168.04,Orange County,1040,34.8,65202,,,12,095,016804
Block Group 4,Census Tract 168.04,Orange County,2317,40.9,101058,,,12,095,016804
Block Group 1,Census Tract 168.08,Orange County,2689,43.8,100170,,,12,095,016808
Block Group 1,Census Tract 168.09,Orange County,5159,30.4,76276,,,12,095,016809
Block Group 2,Census Tract 168.09,Orange County,1628,46.3,77830,,,12,095,016809
Block Group 3,Census Tract 168.09,Orange County,2043,44.2,19279,,,12,095,016809
Block Group 1,Census Tract 168.10,Orange County,1835,29.8,70342,,,12,095,016810
Block Group 2,Census Tract 168.10,Orange County,6778,35.7,110735,,,12,095,016810
Block Group 1,Census Tract 168.11,Orange County,808,37.3,41786,,,12,095,016811
Block Group 2,Census Tract 168.11,Orange County,3933,33.7,119835,,,12,095,016811
Block Group 3,Census Tract 168.11,Orange County,5509,30.9,63436,,,12,095,016811
Block Group 1,Census Tract 168.12,Orange County,4105,33.6,79783,,,12,095,016812
Block Group 2,Census Tract 168.12,Orange County,1067,23.1,69333,,,12,095,016812
Block Group 3,Census Tract 168.12,Orange County,1938,43.8,46806,,,12,095,016812
Block Group 1,Census Tract 168.13,Orange County,1542,40.8,58848,,,12,095,016813
Block Group 1,Census Tract 168.14,Orange County,1642,38.1,-666666666,,,12,095,016814
Block Group 2,Census Tract 168.14,Orange County,2740,44.7,58750,,,12,095,016814
Block Group 3,Census Tract 168.14,Orange County,1494,56.5,51353,,,12,095,016814
Block Group 1,Census Tract 169.02,Orange County,1129,32.5,38883,,,12,095,016902
Block Group 2,Census Tract 169.02,Orange County,2063,31.6,36341,,,12,095,016902
Block Group 3,Census Tract 169.02,Orange County,2868,32.9,45042,,,12,095,016902
Block Group 1,Census Tract 169.04,Orange County,2293,31.9,47853,,,12,095,016904
Block Group 2,Census Tract 169.04,Orange County,2008,38.2,42925,,,12,095,016904
Block Group 1,Census Tract 169.06,Orange County,1793,36.0,23795,,,12,095,016906
Block Group 2,Census Tract 169.06,Orange County,1158,36.7,35694,,,12,095,016906
Block Group 1,Census Tract 169.07,Orange County,914,38.8,61061,,,12,095,016907
Block Group 2,Census Tract 169.07,Orange County,1407,36.3,43785,,,12,095,016907
Block Group 3,Census Tract 169.07,Orange County,2038,20.3,58916,,,12,095,016907
Block Group 4,Census Tract 169.07,Orange County,2488,26.5,32123,,,12,095,016907
Block Group 1,Census Tract 169.08,Orange County,415,59.0,63925,,,12,095,016908
Block Group 2,Census Tract 169.08,Orange County,2422,33.1,64821,,,12,095,016908
Block Group 1,Census Tract 169.09,Orange County,3679,31.3,57879,,,12,095,016909
Block Group 2,Census Tract 169.09,Orange County,2284,34.5,51359,,,12,095,016909
Block Group 1,Census Tract 169.10,Orange County,814,52.2,67569,,,12,095,016910
Block Group 1,Census Tract 169.11,Orange County,1070,27.8,56454,,,12,095,016911
Block Group 2,Census Tract 169.11,Orange County,3016,31.1,85872,,,12,095,016911
Block Group 3,Census Tract 169.11,Orange County,2596,25.1,31711,,,12,095,016911
Block Group 4,Census Tract 169.11,Orange County,3302,18.9,21145,,,12,095,016911
Block Group 1,Census Tract 170.01,Orange County,1873,32.3,51506,,,12,095,017001
Block Group 2,Census Tract 170.01,Orange County,1329,37.6,58929,,,12,095,017001
Block Group 3,Census Tract 170.01,Orange County,1868,25.6,70500,,,12,095,017001
Block Group 1,Census Tract 170.04,Orange County,1169,34.0,50962,,,12,095,017004
Block Group 2,Census Tract 170.04,Orange County,2357,42.2,81471,,,12,095,017004
Block Group 3,Census Tract 170.04,Orange County,1698,45.9,64661,,,12,095,017004
Block Group 1,Census Tract 170.06,Orange County,1574,42.4,89500,,,12,095,017006
Block Group 2,Census Tract 170.06,Orange County,1856,38.3,64773,,,12,095,017006
Block Group 1,Census Tract 170.11,Orange County,2754,42.5,65122,,,12,095,017011
Block Group 2,Census Tract 170.11,Orange County,1371,35.6,41823,,,12,095,017011
Block Group 3,Census Tract 170.11,Orange County,1423,37.5,60625,,,12,095,017011
Block Group 1,Census Tract 170.12,Orange County,2866,47.3,100556,,,12,095,017012
Block Group 1,Census Tract 170.13,Orange County,2671,53.1,90470,,,12,095,017013
Block Group 2,Census Tract 170.13,Orange County,2452,38.8,51115,,,12,095,017013
Block Group 3,Census Tract 170.13,Orange County,2510,39.1,68480,,,12,095,017013
Block Group 1,Census Tract 170.15,Orange County,1901,38.5,131667,,,12,095,017015
Block Group 2,Census Tract 170.15,Orange County,2087,44.1,91683,,,12,095,017015
